published,title,category
2015,The flag upper bound theorem for 3- and 5-manifolds,math.CO
2015,Holonomy rigidity for Ricci-flat metrics,math.DG
2015,"A polynomial action for gravity with matter, gauge-fixing and ghosts",gr-qc
2016,Hanf Number for Scott Sentences of Computable Structures,math.LO
2016,"Dismantlable classifying space for the family of parabolic subgroups of
  a relatively hyperbolic group",math.GR
2016,Separating Ore sets for prime ideals of quantum algebras,math.QA
2016,Arrows of time in unconfined systems,gr-qc
2016,Q-factor enhancement in all-dielectric anisotropic nanoresonators,physics.optics
2016,"The number of distinct and repeated squares and cubes in the Fibonacci
  sequence",math.DS
2016,A Hamiltonian version of a result of Gromoll and Grove,math.DG
2016,Théorème d'Erdős-Kac dans presque tous les petits intervalles,math.NT
2016,"Holographic Algorithm with Matchgates Is Universal for Planar $\#$CSP
  Over Boolean Domain",cs.CC
2016,Approximation orders of real numbers by $β$-expansions,math.NT
2016,"Ramanujan-like formulas for Fourier coefficients of all meromorphic cusp
  forms",math.NT
2016,All trees are six-cordial,math.CO
2016,Totally Rank One Interval Exchange Transformations,math.DS
2016,"Modulus of continuity of averages of SRB measures for a transversal
  family of piecewise expanding unimodal maps",math.DS
2016,Almost All Even Yao-Yao Graphs Are Spanners,cs.DS
2016,Ultrafast coherent dynamics of a photonic crystal all-optical switch,physics.optics
2016,Model for multi-shot all-thermal all-optical switching in ferromagnets,cond-mat.mes-hall
2016,"Topological rank does not increase by natural extension of Cantor
  minimals",math.DS
2016,"An all-optical buffer based on temporal cavity solitons operating at 10
  Gb/s",physics.optics
2016,Constructing measures with identical moments,math.CA
2016,"The first few unicyclic and bicyclic hypergraphs with larger spectral
  radii",math.CO
2016,"Teichmüller space of negatively curved metrics on Complex Hyperbolic
  Manifolds is not contractible",math.GT
2016,"All-fiber hydrogen sensor based on stimulated Raman gain spectroscopy
  with a 1550 nm hollow-core fiber",physics.ins-det
2016,Two short proofs of the Perfect Forest Theorem,math.CO
2016,Tsirelson-like spaces and complexity of classes of Banach spaces,math.FA
2017,"On neighbour sum-distinguishing $\{0,1\}$-edge-weightings of bipartite
  graphs",math.CO
2017,How many units can a commutative ring have?,math.AC
2017,"Structures of lattices which can be represented as the collection of all
  up-sets",math.RT
2017,On the ranks of the third secant variety of Segre-Veronese embeddings,math.AG
2017,Characterization of $n$-dimensional normal affine $SL_n$ -varieties,math.AG
2017,"Characterisation of Approximation and (Head) Normalisation for
  $λμ$ using Strict Intersection Types",cs.LO
2017,On the lattice of overcommutative varieties of monoids,math.GR
2017,Odd Yao-Yao Graphs are Not Spanners,cs.CG
2017,Reconstructing networks of pulse-coupled oscillators from spike trains,nlin.AO
2017,An All-Sky Portable (ASP) Optical Catalogue,astro-ph.GA
2017,Invariant Solutions for Gradient Ricci Almost Solitons,math.DG
2017,A Characterization of Infinite LSP Words,cs.FL
2017,Equivalent definitions of oscillating sequences of higher orders,math.DS
2017,"All-to-all chaos synchronization in a network of networks: One of the
  simplest cases",nlin.CD
2017,Towards the $K(2)$-local homotopy groups of $Z$,math.AT
2017,Antimagic orientation of biregular bipartite graphs,math.CO
2017,"Periods of modular forms on $Γ_0(N)$ and products of Jacobi theta
  functions",math.NT
2017,Inverse designed broadband all-dielectric electromagnetic metadevices,physics.app-ph
2017,Minimal and maximal Numbrix puzzles,math.CO
2017,Enlargement of (fibered) derivators,math.CT
2017,On one generalization of modular subgroups,math.GR
2017,The equivalence of local-realistic and no-signalling theories,quant-ph
2017,Injectivity of the connecting homomorphisms,math.OA
2017,Principal $2$-Blocks and Sylow $2$-Subgroups,math.RT
2017,"Counting and Enumerating Independent Sets with Applications to Knapsack
  Problems",cs.DS
2017,"All partitions have small parts - Gallai-Ramsey numbers of bipartite
  graphs",math.CO
2017,"Commutative post-Lie algebra structures and linear equations for
  nilpotent Lie algebras",math.RA
2017,Algorithms for experimenting with Zariski dense subgroups,math.GR
2017,Universality for the random-cluster model on isoradial graphs,math.PR
2017,"A Quantum Circuit to Construct All Maximal Cliques Using Grover Search
  Algorithm",quant-ph
2017,Reidemeister spectra for solvmanifolds in low dimensions,math.GR
2018,Generalized symmetry superalgebras,math-ph
2018,Classification of bilinear maps with radical of codimension 2,math.RA
2018,A golden ratio inequality for vertex degrees of graphs,math.CO
2018,The Ricci pinching functional on solvmanifolds,math.DG
2018,Correlated time-changed Lévy Processes,math.PR
2018,Cluster automorphisms and quasi-automorphisms,math.RA
2018,"Edge-transitive graphs of small order and the answer to a 1967 question
  by Folkman",math.CO
2018,Realization and Connectivity of the Graphs of Origami Flat Foldings,cs.CG
2018,The distinguishing number of quasiprimitive and semiprimitive groups,math.GR
2018,Modelling Langford's Problem: A Viewpoint for Search,cs.AI
2018,A Theorem of Siemons and Wagner,math.GR
2018,Polynomial Schur's theorem,math.NT
2018,Virtual social science,physics.soc-ph
2018,PE-AONT: Partial Encryption combined with an All-or-Nothing Transform,cs.CR
2018,Borel-Weil Theorem for Algebraic Supergroups,math.RT
2019,Descartes' rule of signs and moduli of roots,math.CA
2019,Foldability of simplicial surfaces onto a triangle,math.CO
2019,The tunnel number of all 11 and 12 crossing alternating knots,math.GT
2019,"Invariant systems of representatives, or The cost of symmetry",math.CO
2019,Groups with maximum vertex degree commuting graphs,math.GR
2019,Symbolic powers of vertex cover ideals,math.AC
2019,Relativistic effect of $J/ψ$ hadroproduction in large $p_T$ region,hep-ph
2019,"Prony, Padé, and Linear Prediction for Interpolation and Approximation
  in the Time and Frequency Domain Design of IIR Digital Filters and in
  Parameter Identification",eess.SP
2019,A taxonomy of estimator consistency on discrete estimation problems,math.ST
2019,Topological bounds for graph representations over any field,math.CO
2019,Spacetimes with all Penrose limits diagonalisable,gr-qc
2019,Subgroups of groups finitely presented in Burnside varieties,math.GR
2019,Complete exceptional surgeries on two-bridge links,math.GT
2020,"Signals induced on electrodes by moving charges, a general theorem for
  Maxwell's equations based on Lorentz-reciprocity",physics.ins-det
2020,On the lower central series of Baumslag-Solitar groups,math.GR
2020,Radio number of Hamming graphs of diameter 3,math.CO
2020,Laplacian integral graphs with a given degree sequence constraint,math.CO
2008,Locally Optimal Control of Quantum Systems with Strong Feedback,quant-ph
2010,A characterization of inner product spaces,math.FA
2010,M-flation and its spectators,astro-ph.CO
2010,Decomposition results for Gram matrix determinants,math.QA
2010,Ternary Sums of Squares and Triangular Numbers,math.NT
2011,Characterizations of all-derivable points in nest algebras,math.OA
2011,Magic-zero wavelengths of alkali-metal atoms and their applications,physics.atom-ph
2011,Jordan higher all-derivable points in triangular algebras,math.OA
2013,Multi-boson spectrum of the SU(2)-Higgs model,hep-lat
2013,Smooth monomial Togliatti systems of cubics,math.AG
2013,"A Polyhedral Method to Compute All Affine Solution Sets of Sparse
  Polynomial Systems",cs.SC
2013,Complete Mixed Doubles Round Robin Tournaments,math.CO
2013,Colouring quadrangulations of projective spaces,math.CO
2015,"Partitions of elements in a monoid and its applications to systems
  theory",math.AC
2015,Trades in complex Hadamard matrices,math.CO
2015,Homology and closure properties of autostackable groups,math.GR
2015,Towards Faster InP Photonic Crystal All-Optical-Gates,physics.optics
2015,100GHz Integrated All-Optical Switch Enabled by ALD,physics.optics
2015,Spectrally reasonable measures,math.FA
2015,Galois cohomology of real semisimple groups,math.GR
2015,Entanglement of Free Fermions and Bosons at Finite Temperature,cond-mat.stat-mech
2015,"Tadpoles, Cephalopods, and `Complete Normal Ordering'",hep-th
2015,The Terminal Wiener Index of Trees with Diameter or Maximum Degree,math.CO
2015,"Dependent Random Density Functions with Common Atoms and Pairwise
  Dependence",math.ST
2016,A generalized Dade's Lemma for local rings,math.AC
2016,Two Higgs doublet models with an $S_3$ symmetry,hep-ph
2016,A conformally invariant growth process of SLE excursions,math.PR
2016,Monomial convergence for holomorphic functions on $\ell\_r$,math.FA
2016,Porosities of Mandelbrot Percolation,math.PR
2016,"A transformation that preserves principal minors of skew-symmetric
  matrices",math.CO
2016,"A concise approach to small generating sets of lattices of quasiorders
  and transitive relations",math.RA
2016,Valid lower bound for all estimators in quantum parameter estimation,quant-ph
2016,The construction of all the projective spanning trees of a given digraph,math.CO
2016,Differential inequalities and a Marty-type criterion for quasi-normality,math.CV
2016,Order-preserving 1-string representations of planar graphs,cs.CG
2017,Self-semiconjugation of piecewise linear unimodal maps,math.DS
2017,"The fourth smallest Hamming weight in the code of the projective plane
  over $\mathbb{Z}/p \mathbb{Z}$",math.CO
2017,"4-particle Amplituhedron at 3-loop and its Mondrian Diagrammatic
  Implication",hep-th
2018,Quantum Approximate Optimization with Parallelizable Gates,quant-ph
2018,Properties of the Space of Sections of Some Banach Bundles,math.FA
2018,"Bases of the quantum matrix bialgebra and induced sign characters of the
  Hecke algebra",math.CO
2018,Elementary Proofs of Some Stirling Bounds,math.FA
2018,Mass measurable phase differences in neutrino oscillations,hep-ph
2018,"One Net Fits All: A unifying semantics of Dynamic Fault Trees using
  GSPNs",cs.SE
2018,Using accumulation to optimize deep residual neural nets,cs.CV
2018,Liftings of a monomial curve,math.AC
2018,On the finiteness of loci of weighted plane curves in the moduli space,math.AG
2018,Graphene-Based Tunable Metasurface for All-angle Perfect Absorption,physics.app-ph
2018,Superchiral Surface Waves for All-Optical Enantiomer Separation,cond-mat.mes-hall
2018,"Balanced representations, the asymptotic Plancherel formula, and
  Lusztig's conjectures for $\tilde{C}_2$",math.RT
2018,On the existence of $S$-Diophantine quadruples,math.NT
2018,Pooling Pyramid Network for Object Detection,cs.CV
2018,"Proof of Color Octet NRQCD Factorization of P-Wave Heavy Quarkonium
  Production at All Orders in Coupling Constant",hep-ph
2018,Determination of the size of defining set for Steiner triple systems,math.CO
2018,Linear syzygy graph and linear resolution,math.AC
2018,"Cross validation residuals for generalised least squares and other
  correlated data models",stat.ME
2018,Time preference and information acquisition,econ.TH
2018,"All-passive, transformable optical mapping (ATOM) near-eye display",physics.app-ph
2018,Universal Mixers in All Dimensions,math.AP
2018,Gathering by Repulsion,cs.CG
2018,Expansions at Cusps and Petersson Products in Pari/GP,math.NT
2019,"On the Non-uniqueness of Representations of Coxian Phase-Type
  Distributions",math.ST
2019,On the intersection points of two plane algebraic curves,math.AG
2019,Rectangular constrained Willmore minimizers and the Willmore conjecture,math.DG
2019,"Enumeration of 3-regular one-face maps on orientable or non-orientable
  surface up to all symmetries",math.CO
2019,"Finite irreducible modules of Lie conformal algebras $\mathcal{W}(a,b)$
  and some Schrödinger-Virasoro type Lie conformal algebras",math.QA
2019,Enumerating Unique Computational Graphs via an Iterative Graph Invariant,cs.DM
2019,Random Substitution Tilings and Deviation Phenomena,math.DS
2019,The Sklyanin Bracket and Cluster Adjacency at All Multiplicity,hep-th
2019,Efficient enumeration of non-isomorphic interval graphs,math.CO
2019,Generalized Mutual Information,cs.IT
2019,Non-Abelian Simple Groups Act with Almost All Signatures,math.GR
2019,Cotilting sheaves over weighted noncommutative regular projective curves,math.RT
2019,"Finite-dimensional Hopf algebras over the Hopf algebra $H_{b:1}$ of
  Kashina",math.QA
2019,On the Hamming distances of repeated-root cyclic codes of length $5p^s$,cs.IT
2019,Algebraic Properties of Gaussian HTC-identifiable Graphs,math.ST
2019,A Note on Induced Path Decomposition of Graphs,math.CO
2019,All 2-neighborly d-polytopes with at most d + 9 facets,math.CO
